feature_0,feature_1,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,label
-0.6171957761962475,-0.38075883220958634,-0.38250322919535684,1.5223014010462155,0.2400367103584384,1.1115659505811541,-0.043681006271358874,0.03556753353172906,-0.41135913821235737,-0.8214098271832024,-0.31629726989410656,0.8214098271832024,0.07816640079150053,-0.4051968479163183,1.4381046052524884,-0.7044361412213016,1.4910362264248176,-0.3866028114545709,-0.4113670407616906,-1.2092444711826267,0.27374514052851034,-0.19597112466664837,-1.4185052947552617,-0.47268473479161505,-0.36505227946049973,-1.0871989083110238,-0.7002984806841326,-0.3284168228028539,-0.0369232236484745,-0.2974230953120405,1
-0.08905811476034081,-0.2356865815880135,-0.23688284644382585,-0.3577548729678156,1.3444721646254798,-0.35556712203871566,0.5860930960043381,-0.46570039491079424,-0.9066397596794057,-0.8214098271832024,1.627570182213468,0.8214098271832024,-0.5120544150999529,-0.4309110381493797,-1.8131663266662643,-0.7044361412213016,-0.29493290624013346,-0.2216100712566341,-0.9066082353001743,0.8782266657115476,-0.05441194600444249,1.5822321258836802,0.08295912890396141,-0.47268473479161505,-0.6924407111283059,0.9663145530931652,0.7423869050913252,0.5684098061294188,-0.8178318982736884,-0.4665023028460982,0
-0.15507532243982916,-0.34988467332698125,-0.35566534295446034,-1.148301481251197,1.0620846191916993,-0.10446518501647899,0.09013891752756532,1.1736664150899108,0.6931322219760828,-0.8214098271832024,-0.37291272513630414,0.8214098271832024,0.3373542783401361,-0.2337689130292424,1.3319132647126461,-0.7044361412213016,-1.0820680088909578,-0.364140928506832,0.6931269526966402,-1.2092444711826267,-0.7215444845604456,0.07716390852169697,-0.027443533378434505,-0.6468253447199875,0.17774374263956805,-1.0269805563950525,0.0466064743545282,-0.31346971232064935,0.6020020555903368,-0.17516582217202947,1
-0.15507532243982916,-0.4261027974670591,-0.4356820037837999,-0.6045498801222722,-0.8925762430191321,0.4349219740349435,-0.5205382611616044,-1.0095288078437206,-0.6455283007304451,-0.8214098271832024,-0.5349718349373904,0.8214098271832024,-0.3472200192905142,-0.44805383163808726,1.0279454869591926,0.44722105105879434,-0.5354998691529771,-0.43642735181137365,-0.6455407736201375,-1.2092444711826267,-1.1200209467790312,-0.8345419953621578,0.31988080929619495,-0.6607565935142573,-0.005780413829795847,0.3861208815432172,0.3367990122965372,-0.5526234800359221,0.3535311136641324,-0.4222815870294986,0
-0.22109253011931748,-0.3270892090301894,-0.3303184503936136,1.947671657279913,1.2936301553608294,-1.8966077117711637,0.2624356058860105,1.1815479862918374,-0.2657895706669392,-0.8214098271832024,1.5275986534400705,0.8214098271832024,-0.42611317149172157,-0.12234075535264306,-1.6256537364936798,0.25527818567877836,1.9144340811514224,-0.3269767221751185,-0.2657686015704813,0.8782266657115476,0.1890012775227478,1.3115189796891236,0.8209927010972388,1.6796932039230692,-0.511249488851349,-0.7082969187273843,0.672760171994501,0.31430892793194154,-0.3563858632678802,-0.4873120514656745,0
-0.15507532243982916,-0.38490856462999706,-0.39244318706235554,1.3076098094565662,0.10343709510522149,-0.7765186325494858,-0.09460613583543143,0.06551750409904984,-0.6450253439478758,-0.8214098271832024,1.1702267463722207,0.8214098271832024,-0.5120544150999529,-0.3966254511719645,-0.9549508086974241,-0.5124932758412856,1.302431727501148,-0.3939539731465582,-0.6450256766214265,0.8782266657115476,0.18539515569271536,0.4132680035485372,1.1598899711394808,-0.7304128374856064,-0.1403129522586093,-0.7353613465547871,0.7423869050913252,-0.25368127039183114,-0.10791492134167577,-0.45869864711375713,0
-0.15507532243982916,-0.37016185996918666,-0.3770362523685075,-0.4360069484070336,0.08352907942930403,1.0541843379161089,0.010922049316785802,-0.8716013118100072,0.4882865961042737,-0.8214098271832024,1.0226898165403229,0.8214098271832024,-0.42611317149172157,-0.48233941861550245,-0.6786164652851939,-0.5124932758412856,-0.3719143343722434,-0.37802645614725244,0.48828426509812844,0.8782266657115476,-1.231810723510037,0.2983629206210261,1.0175605817823734,-0.47268473479161505,-0.20796804383841708,0.7714506727358649,0.7423869050913252,-0.2985226018384448,0.03406847404472676,-0.44569255422652193,0
-0.08905811476034081,1.8140417544962373,1.906669067574444,-0.8493384238039283,1.3830630873203347,0.01397046352417353,1.9589497138357927,-0.12048757626641488,-0.42633106321808106,-0.8214098271832024,-1.4980659731838457,0.8214098271832024,2.112791239548288,1.5319388163076395,-0.7784915922613286,-0.7044361412213016,-1.0474263662315084,1.924520744931876,-0.42631468161317443,-1.2092444711826267,1.4872051363344294,1.1672821542812886,0.6059204890116142,-0.6746878423085272,-0.40704509492382884,-0.9369913338689382,-1.942867871335151,1.3008182197574416,-1.6697322705921034,2.3350101050643666,0
-0.6171957761962475,-0.43553604853275385,-0.44363397007739885,1.5865082321758301,-1.0212126520019824,0.1801476138021438,-0.6444560764341807,-1.4800586085987308,2.0429161831348126,-0.8214098271832024,1.1921152495141853,0.8214098271832024,-1.110460111335048,-0.5251964023372715,-0.9964009602092586,-0.7044361412213016,1.579564868776744,-0.444186911375138,2.0429071307633877,0.8782266657115476,0.10606047543200149,-0.2589401865051433,-1.31301560785878,1.1990651205207612,-0.3106171483043326,-0.2285799354866694,0.7423869050913252,-0.4629408171426948,0.3535311136641324,-0.575753483098874,0
-0.6832129838757358,-0.4175975298461451,-0.4232570564500515,1.375829567531782,-0.6689939131203688,1.1363548072524534,-0.3786551918483687,-0.5453042640502516,1.3747352069352818,-0.8214098271832024,-0.211064081711583,0.8214098271832024,-0.2740108117723909,-0.4651966251267949,1.6354862791183673,-0.7044361412213016,1.3620923343035334,-0.4254006092733927,1.374723997768786,-0.16550890273553956,0.7623746484979073,-0.5527958084181218,-0.6759431601241936,-0.7582753350741459,-0.3331688454976018,-0.9251506466944494,0.41762445071662724,-0.5077821485893084,0.2825394159709312,-0.4014718384099222,1
0.042976300598635865,-0.4448083992431035,-0.45605891741114724,-0.8232543986575224,-0.8408154022617473,-0.1678144853986888,-0.9231297021042443,1.9949261343306495,-0.587230984740709,1.2174190847329196,-0.37291272513630414,-1.2174190847329196,-0.3472200192905142,-0.4137682446606721,1.3319132647126461,0.44722105105879434,-0.7452742608129768,-0.4568472454002272,-0.5872428930993557,-1.2092444711826267,-0.47993432194827146,-0.7328227416230505,0.9678070146834491,0.084565216979177,0.5727872658871819,-0.22722671409529924,-1.4710615470636632,-0.4031523752138766,0.8149771486699406,-0.4404901170716279,1
